,news,label,Unnamed: 0
187,"SAN FRANCISCO - Dustan Mohr of the San Francisco Giants sat in front of his locker with his head buried in his hands. Even in a new ballpark, right field in San Francisco remains treacherous territory.",2,
188,"At least 18 people were confirmed killed, and some 300 were injured as unidentified assailants hurled over ten grenades toward a rally organized by the main opposition ",1,
189,"ISLAMABAD : Pakistan has busted an Al-Qaeda linked plot to kill high profile civil and military officials and attack key sites including the US embassy and the military headquarters, officials said.",1,
190,KUALA LUMPUR: The three people warded at the Kota Baru Hospital on Thursday are confirmed to be free from bird flu. Health Minister Datuk Dr Chua Soi Lek said tests conducted by Institute of Medical Research ,1,
191,"WANA, Aug 21: Fighter planes and helicopter gunships carried out strikes on militants #39; positions in South Waziristan on Saturday.",1,
192,ISLAMABAD: Foreign Minister Khurshid Mahmud Kasuri on Saturday said the government was awaiting a formal consent from the US government over the nomination of General (retd) Jehangir Karamat as Pakistans new ambassador.,1,
193,AFP - Pakistan spinners Shahid Afridi and Shoaib Malik took seven wickets between them to bowl their side to a 66-run win over arch-rivals India in the opening match of the triangular event here.,1,
194,Lauryn Williams never saw her coming. Not as a contender in the weeks and months leading up to the Olympics. Not as a blur whooshing up on her right.,2,
195,"Staggering traffic problems, nightmarish security concerns and incomplete construction of sports venues that would cause an embarrassment to the host country.",2,
196,"The Marlins used a pair of three-run innings to ease past the Padres for an 8-2 victory Saturday night in front of a sellout crowd of 44,149 at PETCO Park.",2,
197,"TUCSON, Ariz. (ussid) Former University of Arizona men #39;s golfer Chris Nallen lost in 19 holes in the semifinals of match play at the 2004 United States Amateur Championship Saturday at Winged Foot Golf Club in Mamaroneck, NY.",2,
198,"Despite piling up impressive offensive numbers, the St. Louis Cardinals aren #39;t ready to bask in their success just yet. The Cardinals beat the Pittsburgh Pirates 10-6 on Saturday night, moving ",2,
199,"TSENTOROI, Chechnya. Aug 22 (Interfax) - Russian President Vladimir Putin arrived in the Chechen village of Tsentoroi on Sunday morning and laid a wreath at the grave of former Chechen president Akhmad Kadyrov.",1,
200,"Executives at networking giant Cisco Systems say the company #39;s new CRS-1 core Internet router is ahead of revenue targets, just as the company announced on Sunday a smaller version of the product.",4,
201,"Nortel Networks is only a shadow of what it was three years ago. It has shed 61,500 workers worldwide, and announced last week another 3,500 are slated to go.",3,
202,"Barring negative impacts on the aviation industry, such as global terrorism, Australia #39;s flagship carrier had an upbeat future, Qantas #39; chief executive Geoff Dixon said.",3,
203,"MANCHESTER, NH -- More victims of Hurricane Charley returned to the devastation Friday, Red Cross officials said more help is needed.",3,
204,"Rising broadband penetration is keeping equipment makers for Internet phone service on their toes in light of their aggression participation in the upcoming Taipei telecom show, event organizers said yesterday.",4,
205,"In the latest setback for IPO hopeful tech companies, San Diego-based Lindows (www.lindows.com) has indefinately postponed its IPO.",4,
206,"ATHENS, Greece - Veronica Campbell snatched Jamaica #39;s first Olympic medal at the 2004 Athens Olympic Games with a third-place finish in the women #39;s 100-metre final last night.",2,
207,"The Skinny: Beckett is facing the Padres for the first time in San Diego. In two career starts in Florida, Beckett is 2-0 against the Padres with a 1.93 ERA.",2,
208,"ATHENS At the end of the first week of the Olympic Games, security officials are generally pleased, even surprised, by the calm so far, though they caution that a safe opening ceremony and first week may encourage a laxness that could yet give terrorists ",2,
209,Two veteran French journalists have gone missing in Iraq as concern mounts over the fate of an Italian reporter. George Malbrunot of Le Figaro newspaper and Christian Chesnot of French radio have not been ,1,
210,"It is 45 years since Tibet #39;s god-king, the Dalai Lama, fled his homeland on horseback as Chinese shells rained down on his capital.",1,
211,"Leaders of a Burundian rebel group said Friday they were ready to defend themselves in an international court against war crimes charges after they took responsibility for the massacre of 163 refugees, their spokesman said.",1,
212,ISLAMABAD: Pakistan #39;s prime minister-designate said he wants the dispute over Kashmir to be resolved according to the wishes of people living in the region.,1,
213,"With federal courts in disagreement over how many snowmobiles should be permitted in Yellowstone National Park, the National Park Service proposed a temporary option.",4,
214,A government scientist had concluded last year that most antidepressants are too dangerous for children because of a suicide risk and a new study appears to confirm his findings.,4,
215,Sir Godfrey Hounsfield was a British electrical engineer whose work in creating the CAT scan won him a Nobel Prize.,4,
216,"Both rovers, the Spirit and the Opportunity, have more than doubled their intended lifetimes of three months.",4,
217,"Although AIDS is thought of as a disease of the young, in the United States it is rapidly becoming one of the middle-aged and even the old.",4,
218,"The military has quietly become an industry leader in video-game design, creating games to train and even recruit the soldiers of the PlayStation generation. Will virtual boot camp make combat more real or more surreal?",4,
219,"For many women who marry gay men, the truth comes out late at night, not in the bedroom but in front of the family's computer screen.",4,
220,It took the death of his business partner at 21 for Josh Mohrer to get serious about trying to make their fledgling internet business a success.,4,
221,"Reuters - Extra armed police patrolled the streets\of the Bangladeshi capital and traffic was light on Sunday, a\working day, as shocked Bangladeshis woke up to the aftermath\of grenade blasts that killed at least 17 people.",1,
222,"Reuters - Military helicopters provided air\cover to vehicles ferrying crucial supplies to the Nepali\capital on Sunday, as a blockade called by Maoist rebels\stretched into its fifth day, a senior army officer said.",1,
223,AFP - Pakistani Prime Minister Chaudhry Shujaat Hussain played down accusations by India's ruling party that Islamabad had not stopped militants from infiltrating Indian-controlled Kashmir.,1,
224," DHAKA (Reuters) - Extra armed police patrolled the streets  of the Bangladeshi capital and traffic was light on Sunday, a  working day, as shocked Bangladeshis woke up to the aftermath  of grenade blasts that killed at least 17 people.",1,
225,Two people die in a car bombing apparently targeting a provincial official in the Iraqi town of Baquba.,1,
226,"Qantas Airways Ltd. should not seek another airline to replace British Airways Plc if the UK carrier sells its stake in the business, Qantas Chief Executive Geoff Dixon said.",3,
227,"For 10 pulsating seconds, the fastest men on earth take center stage on Sunday at the Olympics to run for the ultimate prize -- the 100 meters gold medal.",2,
228,"MAMARONECK, NY - Luke List has already made it further than he ever thought, so why stop now? That #39;s the attitude of the 19-year-old Vanderbilt sophomore, who continued his string of US Amateur upsets with ",2,
229,The Chicago Bears have acquired hold-out Pro Bowl defensive end Adewale Ogunleye from the Miami Dolphins for wide receiver Marty Booker and a 2005 third-round pick.,2,
230,"The Springboks have won the Tri-Nations title with a 23-19 win against the Wallabies in Durban. In a tense finish, the Wallabies scored twice in the final 10 minutes with the Springboks reduced to 13 men, but the home side held on for a deserved victory.",2,
231,"Pakistan has arrested more than five suspects in a plot to bomb several high-profile targets in Islamabad, including the US Embassy and the official residences of Pakistan #39;s president, Gen.",1,
232,"China is celebrating the 100th anniversary of the birth of Deng Xiaoping, its late supreme leader. For most Chinese the diminutive figure was the man who set the country on a pragmatic reformist ",1,
233,"Political rivalries, ethnic strife and poverty have fueled the clashes, but that has not stopped combatants from invoking religion and challenging the devotion of their rivals.",1,
234,International observers in Venezuela say an audit of the referendum results which confirmed President Hugo Chavez #39;s mandate in office has revealed no evidence of fraud.,3,
